haedat_row_id,copernicus_date,date_difference_hours,area_buffer_degrees,surface_depth_m,thetao_valid_cells,thetao_mean,thetao_p95,thetao_variance,so_valid_cells,so_mean,so_p95,so_variance
90,2025-03-24,0.0,1.0,0.49402499198913574,515,6.327837960971791,8.677211840450763,1.4976621128738787,515,33.34714268090077,35.212713978253305,1.1783544505683825
91,2025-03-31,0.0,1.0,0.49402499198913574,313,6.000244259548644,6.7817926704883575,0.18798561085273882,313,30.499077054817743,34.87929926253855,6.634930851060955
92,2025-06-02,0.0,1.0,0.49402499198913574,467,8.96886328952407,9.314145340025425,0.047541527500029115,467,34.28321591841667,35.04455699119717,0.2982259430060322
93,2025-03-24,0.0,1.0,0.49402499198913574,289,6.400708782219144,7.990618622303009,0.7099671342132335,289,34.0339724549695,34.825281500816345,0.20327700653508252
94,2025-06-02,0.0,1.0,0.49402499198913574,298,12.32518619658963,12.537559137493371,0.038770975250798104,298,28.130144211651146,29.92347480962053,1.4106585642943967
95,2025-06-02,0.0,1.0,0.49402499198913574,447,8.28098147072448,9.781444756686687,0.44481966116798843,447,33.772028341339336,34.31867424398661,0.13734255514559715
96,2025-06-16,0.0,1.0,0.49402499198913574,515,11.819538373131197,12.570958594232795,0.14444132740197194,515,33.36744193412653,35.12680437415838,1.7440605342188362
97,2025-06-02,0.0,1.0,0.49402499198913574,467,8.96886328952407,9.314145340025425,0.047541527500029115,467,34.28321591841667,35.04455699119717,0.2982259430060322
98,2025-01-06,0.0,1.0,0.49402499198913574,379,29.642010870229914,30.34474317803979,0.18900613709347458,379,28.992918148848148,32.26523633580655,9.040853148182261
99,2025-02-25,0.0,1.0,0.49402499198913574,425,27.367620214556947,27.84937894195318,0.04850578848299794,425,34.00572667687255,34.41724902950227,0.17122753927628465
100,2025-02-25,0.0,1.0,0.49402499198913574,391,28.34751332393083,28.657704390585423,0.09379361436308306,391,33.98629021092468,34.15478984825313,0.03843896669280403
101,2025-01-08,0.0,1.0,0.49402499198913574,391,28.76495782844246,29.226081110537052,0.1373274647653679,391,33.799432636455386,34.02584914583713,0.11497074599452221
